Date,Open,High,Low,Close,Volume,S_High,S_Low,Signal,Price,Price_exit
2019-01-01 09:15:00+05:30,10881.7,10884.6,10813.95,10826.4,0,,,0,0.0,0.0
2019-01-01 10:15:00+05:30,10826.55,10842.35,10822.7,10839.25,0,10839.25,,0,0.0,0.0
2019-01-01 11:15:00+05:30,10839.2,10841.35,10829.25,10837.35,0,,,0,0.0,0.0
2019-01-01 12:15:00+05:30,10837.2,10838.4,10819.7,10828.5,0,,,0,0.0,0.0
2019-01-01 13:15:00+05:30,10828.4,10830.35,10807.65,10819.3,0,,10819.3,0,0.0,0.0
2019-01-01 14:15:00+05:30,10821.75,10913.85,10818.6,10901.45,0,,,0,0.0,0.0
2019-01-01 15:15:00+05:30,10901.9,10922.85,10901.2,10913.95,0,10913.95,,0,0.0,0.0
2019-01-02 09:15:00+05:30,10868.85,10882.6,10840.4,10866.6,0,,10866.6,0,0.0,0.0
2019-01-02 10:15:00+05:30,10866.2,10895.15,10865.1,10872.6,0,,,0,0.0,0.0
2019-01-02 11:15:00+05:30,10872.45,10879.8,10867.2,10873.15,0,10873.15,,0,0.0,0.0
2019-01-02 12:15:00+05:30,10873.25,10873.85,10781.65,10805.8,0,,,0,0.0,0.0
2019-01-02 13:15:00+05:30,10806.2,10809.3,10735.8,10760.85,0,,10760.85,0,0.0,0.0
2019-01-02 14:15:00+05:30,10760.6,10809.65,10750.25,10790.5,0,10790.5,,0,0.0,0.0
2019-01-02 15:15:00+05:30,10790.6,10795.8,10778.3,10781.9,0,,10781.9,0,0.0,0.0
2019-01-03 09:15:00+05:30,10796.8,10810.2,10750.45,10806.55,0,10806.55,,0,0.0,0.0
2019-01-03 10:15:00+05:30,10807.05,10813.95,10750.35,10752.95,0,,,0,0.0,0.0
2019-01-03 11:15:00+05:30,10752.9,10753.25,10711.35,10716.75,0,,10716.75,0,0.0,0.0
2019-01-03 12:15:00+05:30,10717.0,10729.1,10700.45,10720.5,0,10720.5,,0,0.0,0.0
2019-01-03 13:15:00+05:30,10720.8,10733.25,10674.4,10678.45,0,,,0,0.0,0.0
2019-01-03 14:15:00+05:30,10678.55,10690.95,10667.85,10671.3,0,,,0,0.0,0.0
2019-01-03 15:15:00+05:30,10671.8,10674.0,10662.35,10667.7,0,,,0,0.0,0.0
2019-01-04 09:15:00+05:30,10699.7,10729.35,10649.5,10665.35,0,,10665.35,0,0.0,0.0
2019-01-04 10:15:00+05:30,10664.9,10698.75,10628.8,10673.6,0,,,0,0.0,0.0
2019-01-04 11:15:00+05:30,10673.05,10697.45,10670.5,10690.65,0,,,0,0.0,0.0
2019-01-04 12:15:00+05:30,10690.55,10740.8,10681.25,10730.8,0,10730.8,,0,0.0,0.0
